interaction_id,customer_id,interaction_type,interaction_date,channel,duration_minutes,resolution_status,satisfaction_score
INT_010572,CUST_001494,Feedback,2024-09-14,Email,7,Resolved,8
INT_010573,CUST_007759,Return Request,2024-04-10,Phone,18,Resolved,4
INT_010574,CUST_001682,Email Inquiry,2024-09-07,Chat,12,Resolved,7
INT_010575,CUST_009151,Billing Issue,2024-10-22,Phone,59,Resolved,1
INT_010576,CUST_002306,Chat Session,2024-09-23,Phone,17,Closed,6
INT_010577,CUST_006235,Complaint,2024-09-18,Phone,28,Resolved,3
INT_010578,CUST_002791,Chat Session,2025-03-18,Phone,7,Resolved,8
INT_010579,CUST_000600,Product Question,2024-10-25,Phone,10,Pending,4
INT_010580,CUST_000965,Return Request,2024-03-25,Phone,19,Resolved,9
INT_010581,CUST_009638,Return Request,2024-09-06,Chat,17,Escalated,6
INT_010582,CUST_008809,Billing Issue,2025-04-12,In-Store,20,Escalated,4
INT_010583,CUST_003542,Return Request,2023-10-29,Email,21,Resolved,4
INT_010584,CUST_002792,Return Request,2025-01-04,Phone,13,Resolved,5
INT_010585,CUST_006113,Email Inquiry,2024-09-01,Chat,17,Escalated,7
INT_010586,CUST_005821,Billing Issue,2025-06-15,In-Store,51,Resolved,4
INT_010587,CUST_009459,Complaint,2024-11-29,Email,37,Closed,1
INT_010588,CUST_004615,Feedback,2024-08-27,Email,15,Resolved,10
INT_010589,CUST_009797,Product Question,2024-02-11,Chat,12,Pending,3
INT_010590,CUST_000694,Email Inquiry,2024-10-11,Phone,16,Escalated,8
INT_010591,CUST_006240,Billing Issue,2023-09-28,Chat,40,Escalated,5
INT_010592,CUST_006302,Chat Session,2023-10-25,Social Media,9,Resolved,8
INT_010593,CUST_002254,Email Inquiry,2024-12-16,In-Store,18,Resolved,6
INT_010594,CUST_009009,Chat Session,2024-02-05,Phone,14,Resolved,9
INT_010595,CUST_002826,Support Call,2024-12-06,Phone,42,Pending,3
INT_010596,CUST_003965,Email Inquiry,2025-01-02,Chat,16,Resolved,10
INT_010597,CUST_000805,Billing Issue,2024-09-18,Chat,21,Resolved,6
INT_010598,CUST_000694,Feedback,2025-02-27,Email,24,Resolved,8
INT_010599,CUST_006024,Return Request,2024-07-19,In-Store,10,Closed,8
INT_010600,CUST_004754,Complaint,2025-06-09,Phone,41,Resolved,6
INT_010601,CUST_006820,Product Question,2024-08-06,In-Store,12,Resolved,9
INT_010602,CUST_007288,Return Request,2024-12-25,Phone,22,Resolved,8
INT_010603,CUST_002236,Complaint,2023-08-26,Chat,47,Escalated,4
INT_010604,CUST_004978,Chat Session,2024-10-10,Email,21,Pending,5
INT_010605,CUST_005935,Complaint,2023-10-07,Chat,42,Resolved,3
INT_010606,CUST_005732,Billing Issue,2024-04-26,In-Store,58,Resolved,5
INT_010607,CUST_003052,Chat Session,2025-04-09,Social Media,21,Resolved,7
INT_010608,CUST_008607,Billing Issue,2024-11-18,Email,28,Closed,7
INT_010609,CUST_004719,Feedback,2025-06-01,Email,20,Resolved,9
INT_010610,CUST_002320,Return Request,2024-10-01,In-Store,21,Escalated,6
INT_010611,CUST_006504,Feedback,2025-05-02,In-Store,9,Resolved,8
INT_010612,CUST_001452,Return Request,2024-12-30,Phone,24,Pending,7
INT_010613,CUST_006524,Email Inquiry,2025-06-27,Chat,9,Resolved,8
INT_010614,CUST_007564,Support Call,2025-04-11,Phone,19,Resolved,8
INT_010615,CUST_001700,Complaint,2025-06-25,Email,18,Escalated,3
INT_010616,CUST_000325,Chat Session,2025-04-05,Social Media,10,Resolved,7
INT_010617,CUST_003837,Support Call,2025-04-05,Phone,56,Resolved,3
INT_010618,CUST_000807,Return Request,2025-04-07,Email,19,Resolved,8
INT_010619,CUST_004884,Product Question,2024-06-30,Email,22,Resolved,8
INT_010620,CUST_008186,Support Call,2025-01-25,Chat,18,Resolved,1
INT_010621,CUST_008329,Billing Issue,2024-09-23,Chat,49,Resolved,2
INT_010622,CUST_004893,Return Request,2025-05-14,Phone,15,Closed,6
INT_010623,CUST_007356,Email Inquiry,2024-10-07,Chat,20,Resolved,8
INT_010624,CUST_009639,Feedback,2024-11-07,Phone,11,Resolved,6
INT_010625,CUST_004655,Support Call,2025-05-31,Email,25,Pending,3
INT_010626,CUST_008459,Return Request,2025-02-22,Email,16,Escalated,7
INT_010627,CUST_000056,Chat Session,2023-09-25,In-Store,11,Pending,6
INT_010628,CUST_002476,Return Request,2024-09-23,In-Store,21,Resolved,6
INT_010629,CUST_005079,Email Inquiry,2024-01-02,Email,21,Resolved,8
INT_010630,CUST_007987,Return Request,2025-05-24,Chat,24,Pending,8
INT_010631,CUST_000432,Feedback,2024-05-18,Chat,18,Resolved,8
INT_010632,CUST_009275,Support Call,2025-01-28,Phone,27,Resolved,2
INT_010633,CUST_009702,Complaint,2024-03-25,Chat,39,Resolved,6
INT_010634,CUST_005547,Complaint,2023-11-18,Email,28,Resolved,2
INT_010635,CUST_006806,Product Question,2025-04-08,Email,23,Resolved,9
INT_010636,CUST_002314,Return Request,2025-03-16,Social Media,13,Closed,7
INT_010637,CUST_005933,Complaint,2025-04-28,In-Store,20,Resolved,6
INT_010638,CUST_001706,Complaint,2024-06-02,Email,26,Resolved,5
INT_010639,CUST_009845,Return Request,2025-04-25,Social Media,19,Resolved,5
INT_010640,CUST_006380,Chat Session,2024-06-11,Email,17,Escalated,7
INT_010641,CUST_000451,Billing Issue,2025-04-30,Phone,56,Resolved,6
INT_010642,CUST_006706,Support Call,2024-12-29,Phone,22,Resolved,3
INT_010643,CUST_007212,Support Call,2025-06-21,Phone,47,Resolved,6
INT_010644,CUST_000299,Product Question,2025-03-04,Chat,16,Resolved,6
INT_010645,CUST_001351,Feedback,2025-06-20,Social Media,17,Resolved,5
INT_010646,CUST_004826,Complaint,2025-04-16,Chat,15,Resolved,4
INT_010647,CUST_005057,Feedback,2025-03-19,Chat,15,Closed,9
INT_010648,CUST_003948,Support Call,2023-10-07,Phone,25,Resolved,5
INT_010649,CUST_009608,Support Call,2024-08-14,Chat,48,Resolved,2
INT_010650,CUST_003075,Complaint,2025-05-06,Phone,29,Resolved,3
INT_010651,CUST_001775,Complaint,2024-08-01,In-Store,52,Resolved,7
INT_010652,CUST_007866,Support Call,2023-07-15,Phone,48,Resolved,8
INT_010653,CUST_000897,Complaint,2023-08-04,In-Store,40,Resolved,3
INT_010654,CUST_000114,Email Inquiry,2023-08-03,Chat,17,Resolved,5
INT_010655,CUST_005733,Email Inquiry,2025-02-17,In-Store,17,Resolved,8
INT_010656,CUST_007556,Chat Session,2023-09-16,In-Store,23,Resolved,5
INT_010657,CUST_000716,Support Call,2025-04-29,Email,47,Closed,3
INT_010658,CUST_001822,Product Question,2024-08-13,Email,23,Escalated,3
INT_010659,CUST_000022,Email Inquiry,2024-04-08,In-Store,21,Resolved,7
INT_010660,CUST_006956,Billing Issue,2025-01-09,In-Store,37,Resolved,5
INT_010661,CUST_007689,Support Call,2024-08-18,Phone,31,Resolved,2
INT_010662,CUST_003688,Complaint,2024-03-15,Phone,57,Resolved,1
INT_010663,CUST_007835,Feedback,2024-12-30,Chat,13,Resolved,5
INT_010664,CUST_004720,Chat Session,2024-09-25,Social Media,6,Escalated,6
INT_010665,CUST_002058,Support Call,2024-12-11,Email,22,Resolved,3
INT_010666,CUST_009096,Return Request,2025-06-27,Email,12,Pending,4
INT_010667,CUST_008886,Product Question,2023-11-06,Phone,17,Resolved,9
INT_010668,CUST_002814,Billing Issue,2024-05-29,In-Store,23,Resolved,4
INT_010669,CUST_004815,Complaint,2025-06-03,Chat,33,Closed,5
INT_010670,CUST_004474,Complaint,2024-12-26,Phone,48,Resolved,2
INT_010671,CUST_008041,Email Inquiry,2025-02-24,Chat,19,Closed,7
INT_010672,CUST_002595,Product Question,2024-12-09,Chat,19,Resolved,8
INT_010673,CUST_007927,Feedback,2024-01-05,Email,12,Pending,6
INT_010674,CUST_002728,Feedback,2024-03-15,Email,18,Resolved,6
INT_010675,CUST_009335,Complaint,2024-02-28,Phone,31,Resolved,6
INT_010676,CUST_005108,Billing Issue,2025-01-12,Email,57,Resolved,7
INT_010677,CUST_003090,Support Call,2024-06-20,Chat,21,Pending,4
INT_010678,CUST_000317,Feedback,2024-05-26,Phone,12,Resolved,7
INT_010679,CUST_009990,Billing Issue,2023-11-18,Email,45,Resolved,3
INT_010680,CUST_005768,Email Inquiry,2023-12-17,Email,5,Resolved,5
INT_010681,CUST_003518,Email Inquiry,2024-08-11,Email,21,Resolved,8
INT_010682,CUST_007881,Chat Session,2024-09-08,Chat,8,Resolved,9
INT_010683,CUST_000189,Feedback,2024-03-13,In-Store,5,Resolved,6
INT_010684,CUST_005315,Feedback,2023-07-27,Chat,11,Resolved,7
INT_010685,CUST_003953,Billing Issue,2024-12-25,Phone,29,Resolved,3
INT_010686,CUST_003512,Support Call,2025-03-04,Email,32,Escalated,2
INT_010687,CUST_008299,Billing Issue,2024-09-14,In-Store,33,Resolved,3
INT_010688,CUST_005841,Complaint,2025-02-20,Email,54,Resolved,6
INT_010689,CUST_007818,Product Question,2025-03-26,In-Store,17,Resolved,5
INT_010690,CUST_003586,Feedback,2024-02-01,Chat,19,Pending,9
INT_010691,CUST_004722,Billing Issue,2025-05-05,Phone,35,Resolved,3
INT_010692,CUST_006760,Email Inquiry,2025-06-30,Email,15,Resolved,8
INT_010693,CUST_003861,Billing Issue,2023-07-07,Social Media,51,Resolved,6
INT_010694,CUST_004790,Complaint,2025-05-05,Email,42,Resolved,2
INT_010695,CUST_001246,Return Request,2024-05-14,Chat,11,Pending,3
INT_010696,CUST_004204,Feedback,2025-04-20,In-Store,21,Pending,6
INT_010697,CUST_009933,Product Question,2025-06-16,Email,24,Pending,7
INT_010698,CUST_006473,Complaint,2025-03-31,Phone,29,Resolved,8
INT_010699,CUST_009441,Billing Issue,2025-02-06,Chat,29,Resolved,3
INT_010700,CUST_000023,Billing Issue,2023-08-25,Phone,41,Pending,5
INT_010701,CUST_001488,Complaint,2025-02-11,Phone,24,Resolved,7
INT_010702,CUST_006840,Return Request,2024-09-30,Phone,24,Resolved,5
INT_010703,CUST_009616,Email Inquiry,2025-06-30,Chat,8,Escalated,3
INT_010704,CUST_008675,Feedback,2025-04-09,Chat,19,Pending,5
INT_010705,CUST_001985,Email Inquiry,2025-02-10,In-Store,6,Resolved,9
INT_010706,CUST_000146,Chat Session,2024-11-13,In-Store,14,Resolved,7
INT_010707,CUST_002690,Billing Issue,2025-05-19,Chat,55,Resolved,7
INT_010708,CUST_005360,Complaint,2024-12-04,Phone,40,Resolved,7
INT_010709,CUST_005675,Billing Issue,2024-09-12,Chat,26,Pending,1
INT_010710,CUST_005936,Billing Issue,2023-12-20,Email,59,Resolved,4
INT_010711,CUST_009722,Support Call,2025-05-01,Email,15,Closed,7
INT_010712,CUST_008936,Complaint,2025-04-05,Phone,34,Resolved,3
INT_010713,CUST_002623,Billing Issue,2025-01-25,Chat,56,Escalated,4
INT_010714,CUST_007971,Billing Issue,2023-09-01,Phone,35,Pending,1
INT_010715,CUST_005946,Feedback,2025-04-13,Email,14,Pending,5
INT_010716,CUST_009394,Return Request,2023-07-31,Chat,17,Resolved,7
INT_010717,CUST_000558,Support Call,2024-07-24,Phone,17,Resolved,6
INT_010718,CUST_003284,Return Request,2024-11-25,Social Media,23,Escalated,2
INT_010719,CUST_006343,Return Request,2023-12-17,Email,26,Resolved,4
INT_010720,CUST_000240,Chat Session,2025-01-26,Phone,22,Escalated,5
INT_010721,CUST_002198,Support Call,2025-03-27,In-Store,27,Resolved,3
INT_010722,CUST_004710,Chat Session,2025-03-30,Phone,6,Resolved,8
INT_010723,CUST_000657,Complaint,2025-06-02,Email,52,Closed,6
INT_010724,CUST_003429,Feedback,2024-07-12,Phone,16,Pending,5
INT_010725,CUST_007919,Chat Session,2024-05-27,Phone,16,Resolved,9
INT_010726,CUST_009409,Support Call,2024-06-07,Phone,56,Resolved,6
INT_010727,CUST_004607,Chat Session,2024-08-27,Phone,23,Pending,8
INT_010728,CUST_005962,Chat Session,2023-11-18,In-Store,10,Resolved,5
INT_010729,CUST_007276,Chat Session,2025-06-15,Email,13,Resolved,8
INT_010730,CUST_000864,Chat Session,2024-03-10,Phone,14,Resolved,7
INT_010731,CUST_003422,Billing Issue,2025-03-04,Email,22,Resolved,2
INT_010732,CUST_005230,Feedback,2024-12-19,Email,14,Resolved,7
INT_010733,CUST_002832,Complaint,2025-06-11,Email,46,Resolved,4
INT_010734,CUST_003188,Chat Session,2025-06-11,Email,17,Resolved,7
INT_010735,CUST_007371,Return Request,2025-02-19,In-Store,10,Resolved,7
INT_010736,CUST_008170,Feedback,2024-06-23,Phone,6,Resolved,8
INT_010737,CUST_000403,Billing Issue,2023-10-25,In-Store,17,Resolved,6
INT_010738,CUST_000982,Complaint,2024-07-18,Phone,25,Closed,5
INT_010739,CUST_005243,Return Request,2024-04-23,Email,15,Resolved,7
INT_010740,CUST_002469,Support Call,2025-02-05,Email,43,Closed,5
INT_010741,CUST_006824,Chat Session,2024-05-12,Email,24,Pending,7
INT_010742,CUST_006809,Feedback,2024-12-18,In-Store,24,Resolved,8
INT_010743,CUST_008202,Feedback,2024-08-21,Phone,20,Resolved,8
INT_010744,CUST_006774,Feedback,2024-06-27,Email,16,Resolved,8
INT_010745,CUST_007372,Feedback,2024-10-01,In-Store,14,Resolved,9
INT_010746,CUST_000958,Feedback,2023-12-17,Email,8,Resolved,7
INT_010747,CUST_001627,Feedback,2024-09-14,Chat,7,Resolved,6
INT_010748,CUST_009314,Chat Session,2025-05-31,Chat,22,Resolved,8
INT_010749,CUST_009077,Product Question,2024-12-26,Email,19,Resolved,7
INT_010750,CUST_006498,Product Question,2025-04-23,Chat,27,Resolved,5
INT_010751,CUST_008478,Return Request,2025-05-24,Email,22,Resolved,6
INT_010752,CUST_006424,Email Inquiry,2023-11-13,Social Media,16,Resolved,10
INT_010753,CUST_004440,Billing Issue,2025-02-06,In-Store,47,Closed,3
INT_010754,CUST_004963,Feedback,2025-05-11,Phone,22,Closed,9
INT_010755,CUST_009409,Complaint,2025-06-18,Phone,15,Escalated,4
INT_010756,CUST_004761,Complaint,2023-08-30,Email,34,Resolved,2
INT_010757,CUST_009185,Chat Session,2024-12-15,Chat,20,Resolved,9
INT_010758,CUST_002283,Product Question,2024-11-24,Social Media,24,Resolved,4
INT_010759,CUST_006460,Feedback,2024-12-30,Phone,17,Pending,7
INT_010760,CUST_008126,Return Request,2025-04-24,In-Store,27,Resolved,6
INT_010761,CUST_002250,Support Call,2024-10-23,Email,35,Escalated,4
INT_010762,CUST_006590,Email Inquiry,2024-09-06,Email,22,Pending,6
INT_010763,CUST_007621,Return Request,2024-11-18,Email,27,Closed,4
INT_010764,CUST_003615,Return Request,2024-09-07,Phone,22,Pending,5
INT_010765,CUST_008805,Complaint,2023-12-20,Phone,39,Resolved,6
INT_010766,CUST_005107,Email Inquiry,2024-05-14,Chat,16,Resolved,9
INT_010767,CUST_006259,Return Request,2024-11-28,Phone,14,Resolved,7
INT_010768,CUST_006839,Complaint,2024-05-24,In-Store,32,Resolved,8
INT_010769,CUST_001920,Complaint,2025-03-30,Email,15,Pending,5
INT_010770,CUST_005885,Complaint,2025-05-14,In-Store,24,Resolved,8
INT_010771,CUST_005807,Feedback,2024-03-15,Phone,17,Closed,6
INT_010772,CUST_000246,Product Question,2025-01-06,In-Store,22,Resolved,7
INT_010773,CUST_002706,Complaint,2025-06-26,Phone,32,Resolved,1
INT_010774,CUST_001098,Support Call,2024-07-02,Email,31,Resolved,4
INT_010775,CUST_002307,Support Call,2024-05-22,Phone,36,Escalated,1
INT_010776,CUST_005130,Complaint,2025-06-22,In-Store,58,Resolved,3
INT_010777,CUST_001750,Chat Session,2025-01-18,Phone,11,Resolved,10
INT_010778,CUST_007179,Email Inquiry,2025-04-16,Email,20,Closed,7
INT_010779,CUST_005344,Product Question,2024-09-11,Chat,20,Closed,4
INT_010780,CUST_009017,Return Request,2024-07-25,Email,15,Closed,5
INT_010781,CUST_001077,Return Request,2025-03-04,Phone,11,Resolved,7
INT_010782,CUST_006745,Chat Session,2025-02-04,Chat,7,Resolved,8
INT_010783,CUST_006830,Product Question,2025-05-23,Social Media,26,Resolved,9
INT_010784,CUST_005829,Email Inquiry,2024-01-13,Email,10,Escalated,4
INT_010785,CUST_000704,Product Question,2024-05-08,Phone,21,Escalated,4
INT_010786,CUST_006792,Feedback,2024-06-20,Phone,7,Resolved,6
INT_010787,CUST_006663,Email Inquiry,2024-12-25,Email,9,Resolved,9
INT_010788,CUST_003564,Support Call,2024-09-17,In-Store,46,Pending,7
INT_010789,CUST_004557,Feedback,2025-02-21,Email,19,Resolved,10
INT_010790,CUST_007854,Email Inquiry,2024-06-03,Phone,20,Resolved,5
INT_010791,CUST_008016,Support Call,2025-02-14,Email,34,Resolved,7
INT_010792,CUST_008168,Billing Issue,2025-06-02,Email,22,Resolved,3
INT_010793,CUST_003024,Feedback,2025-04-08,In-Store,16,Pending,8
INT_010794,CUST_009361,Complaint,2025-01-30,In-Store,54,Resolved,5
INT_010795,CUST_001957,Chat Session,2025-02-14,Email,6,Pending,7
INT_010796,CUST_006184,Return Request,2024-03-17,Email,29,Resolved,9
INT_010797,CUST_009649,Return Request,2024-02-11,Social Media,24,Resolved,5
INT_010798,CUST_005827,Complaint,2025-04-13,Email,41,Resolved,7
INT_010799,CUST_007708,Return Request,2024-12-07,Email,24,Resolved,9
INT_010800,CUST_004008,Email Inquiry,2025-05-27,Chat,15,Resolved,5
INT_010801,CUST_004249,Feedback,2025-04-06,In-Store,18,Resolved,8
INT_010802,CUST_009982,Support Call,2024-04-14,Phone,34,Resolved,6
INT_010803,CUST_000473,Billing Issue,2025-04-05,In-Store,37,Resolved,4
INT_010804,CUST_003600,Feedback,2025-06-03,Chat,20,Resolved,9
INT_010805,CUST_006765,Billing Issue,2025-06-30,Chat,15,Resolved,4
INT_010806,CUST_006231,Return Request,2025-06-17,Phone,12,Resolved,6
INT_010807,CUST_009368,Support Call,2025-04-25,Phone,31,Escalated,5
INT_010808,CUST_001348,Product Question,2024-06-05,Chat,19,Pending,8
INT_010809,CUST_005498,Feedback,2024-09-11,Phone,22,Resolved,6
INT_010810,CUST_006871,Chat Session,2025-03-10,Phone,5,Resolved,7
INT_010811,CUST_002946,Chat Session,2023-10-10,Chat,6,Resolved,9
INT_010812,CUST_006864,Product Question,2024-01-20,Phone,26,Resolved,7
INT_010813,CUST_005001,Product Question,2024-12-24,In-Store,26,Escalated,4
INT_010814,CUST_001170,Return Request,2023-09-17,Email,26,Escalated,3
INT_010815,CUST_008115,Billing Issue,2025-02-17,Phone,33,Resolved,7
INT_010816,CUST_005465,Product Question,2025-05-23,Phone,16,Resolved,6
INT_010817,CUST_006875,Email Inquiry,2025-05-20,Phone,18,Resolved,9
INT_010818,CUST_000180,Product Question,2023-12-12,Email,17,Resolved,7
INT_010819,CUST_001486,Email Inquiry,2025-04-09,In-Store,7,Resolved,7
INT_010820,CUST_002216,Billing Issue,2024-06-30,Email,51,Escalated,1
INT_010821,CUST_007381,Complaint,2025-01-23,Email,58,Resolved,2
INT_010822,CUST_006622,Support Call,2024-04-11,Phone,22,Closed,4
INT_010823,CUST_006544,Chat Session,2024-10-15,Phone,7,Resolved,7
INT_010824,CUST_001104,Chat Session,2024-03-04,Email,11,Escalated,6
INT_010825,CUST_008136,Product Question,2025-05-10,In-Store,28,Resolved,8
INT_010826,CUST_008275,Complaint,2025-04-13,Chat,25,Resolved,4
INT_010827,CUST_003153,Billing Issue,2024-02-17,In-Store,38,Resolved,3
INT_010828,CUST_005169,Billing Issue,2024-06-14,Chat,53,Resolved,5
INT_010829,CUST_009667,Chat Session,2024-02-12,Chat,15,Resolved,8
INT_010830,CUST_004584,Product Question,2025-06-05,In-Store,12,Resolved,4
INT_010831,CUST_009058,Chat Session,2024-09-10,Phone,23,Pending,6
INT_010832,CUST_002896,Email Inquiry,2024-01-11,Social Media,18,Resolved,8
INT_010833,CUST_005972,Email Inquiry,2023-11-24,Phone,20,Resolved,8
INT_010834,CUST_004581,Complaint,2023-12-14,Chat,32,Pending,7
INT_010835,CUST_003882,Return Request,2025-05-15,In-Store,24,Closed,5
INT_010836,CUST_004741,Chat Session,2025-02-06,Social Media,24,Resolved,6
INT_010837,CUST_007345,Feedback,2024-12-21,Phone,5,Resolved,7
INT_010838,CUST_004370,Feedback,2023-12-17,Phone,10,Pending,9
INT_010839,CUST_007301,Return Request,2025-04-25,Phone,23,Resolved,6
INT_010840,CUST_001801,Feedback,2025-05-30,In-Store,19,Resolved,7
INT_010841,CUST_004679,Return Request,2024-08-13,In-Store,19,Resolved,9
INT_010842,CUST_002780,Billing Issue,2024-09-23,Chat,24,Resolved,4
INT_010843,CUST_007139,Feedback,2025-05-16,Phone,24,Resolved,9
INT_010844,CUST_002646,Support Call,2024-05-15,Chat,40,Escalated,1
INT_010845,CUST_005215,Return Request,2025-06-29,Phone,21,Resolved,4
INT_010846,CUST_005638,Complaint,2025-02-19,Phone,16,Resolved,6
INT_010847,CUST_006742,Return Request,2024-09-07,Phone,11,Resolved,7
INT_010848,CUST_005517,Chat Session,2025-04-03,Chat,21,Resolved,6
INT_010849,CUST_006139,Billing Issue,2025-05-16,Email,59,Closed,6
INT_010850,CUST_009852,Return Request,2024-05-24,Phone,26,Resolved,5
INT_010851,CUST_006365,Complaint,2024-09-06,Phone,53,Resolved,7
INT_010852,CUST_003887,Email Inquiry,2025-04-08,Phone,22,Resolved,6
INT_010853,CUST_008745,Product Question,2023-07-29,Email,28,Escalated,2
INT_010854,CUST_006836,Chat Session,2024-04-25,Phone,9,Resolved,8
INT_010855,CUST_002310,Email Inquiry,2023-11-03,Phone,11,Escalated,8
INT_010856,CUST_005627,Billing Issue,2024-12-02,In-Store,17,Resolved,5
INT_010857,CUST_005262,Support Call,2023-10-18,Phone,31,Escalated,1
INT_010858,CUST_006564,Email Inquiry,2025-03-18,Chat,6,Escalated,5
INT_010859,CUST_007257,Support Call,2023-11-08,Phone,17,Resolved,3
INT_010860,CUST_004287,Return Request,2024-06-26,Chat,18,Resolved,3
INT_010861,CUST_007552,Feedback,2024-09-14,Email,5,Pending,8
INT_010862,CUST_008919,Chat Session,2023-10-05,Phone,8,Resolved,7
INT_010863,CUST_005682,Email Inquiry,2024-01-31,Phone,16,Escalated,6
INT_010864,CUST_007025,Billing Issue,2025-01-27,Phone,22,Resolved,3
INT_010865,CUST_008676,Support Call,2024-01-15,Email,48,Resolved,3
INT_010866,CUST_003263,Billing Issue,2025-02-22,Chat,59,Resolved,7
INT_010867,CUST_003828,Feedback,2024-07-19,Email,10,Resolved,8
INT_010868,CUST_006125,Complaint,2025-03-15,Email,56,Resolved,3
INT_010869,CUST_003416,Return Request,2025-02-27,Phone,29,Resolved,7
INT_010870,CUST_008015,Chat Session,2024-03-28,Social Media,8,Resolved,6
INT_010871,CUST_002342,Billing Issue,2025-05-08,Email,45,Resolved,5
INT_010872,CUST_001341,Support Call,2025-06-08,Email,16,Resolved,5
INT_010873,CUST_007024,Billing Issue,2024-06-22,In-Store,38,Closed,3
INT_010874,CUST_007273,Return Request,2024-04-01,Chat,16,Escalated,5
INT_010875,CUST_002605,Feedback,2024-05-19,In-Store,14,Resolved,10
INT_010876,CUST_006753,Return Request,2025-03-25,Email,28,Resolved,8
INT_010877,CUST_008123,Return Request,2025-05-19,Email,20,Resolved,5
INT_010878,CUST_006295,Support Call,2024-08-05,Phone,38,Resolved,5
